,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status,"key_stats_acc_perf_NO_NA_enhanced.csv"")Held by Institutions"
125,2012-01-01 23:13:40,1325430820.0,abt,23.66,20.12,1263.02002,12.92,7.2,67.73,19.40,2.28,3.57,11.84,20.62,8.47,19.71,24.75,87590000000.0,96340000000.0,11.18,1.30,2.51,8.73,2.51,20500000000.0,8.73,4550000000.0,2.90,66.00,13.20,7980000000.0,5.12,16719999999.999998,1.50,15.79,9890000000.0,0.32,0.17,,21590000.0,3.50,N/A,21760000.0,1.0,66.40
126,2012-03-02 20:56:30,1330692990.0,abt,24.32,27.71,1369.630005,10.69,17.02,62.85,19.10,2.32,3.68,12.17,20.90,8.40,20.00,24.94,90380000000.0,97440000000.0,10.76,1.37,2.51,8.73,2.51,23310000000.0,8.73,4710000000.0,3.01,12.30,4.10,8100000000.0,5.15,15410000000.0,1.54,15.56,8970000000.0,0.23,0.14,,18050000.0,2.30,N/A,18200000.0,1.0,65.70
127,2012-03-30 05:44:15,1333057455.0,abt,25.97,20.83,1408.469971,10.96,9.87,62.85,20.26,2.47,3.93,12.17,20.90,8.40,20.00,24.94,95880000000.0,103200000000.0,11.42,1.47,2.66,9.24,2.66,23310000000.0,9.24,4710000000.0,3.01,12.30,4.10,8100000000.0,5.15,15410000000.0,1.54,15.56,8970000000.0,0.23,0.14,,21610000.0,3.10,1.40,19840000.0,1.0,65.70
128,2013-05-08 18:10:02,1368007802.0,abt,33.03,8.81,1632.689941,14.88,-6.07,76.36,11.00,1.42,2.13,13.17,22.31,N/A,N/A,25.39,56690000000.0,63100000000.0,16.04,1.49,1.58,5.40,1.58,24750000000.0,5.40,6110000000.0,3.28,56.20,43.10,15170000000.0,9.66,20480000000.0,N/A,16.95,N/A,0.53,0.15,,14240000.0,1.80,0.90,12730000.0,0.0,67.60
129,2013-08-18 07:12:45,1376781165.0,abt,32.0,23.12,1661.319946,18.69,4.43,35.38,13.95,1.36,2.44,10.02,22.40,10.72,26.48,25.52,54350000000.0,52890000000.0,15.68,1.47,1.32,4.58,1.32,24750000000.0,4.58,6190000000.0,2.51,72.40,2.50,9390000000.0,6.04,7930000000.0,1.82,14.37,6200000000.0,0.50,0.16,,10200000.0,1.40,0.70,8520000.0,0.0,67.00
130,2004-08-16 22:53:27,1092668007.0,ace,29.98,15.98,1079.339966,12.97,3.01,0.26,6.84,0.92,1.18,14.10,17.40,3.32,18.36,41.694,11110000000.0,12610000000.0,6.68,0.60,1.07,N/A,1.07,10690000000.0,N/A,1610000000.0,5.719,1751.70,50.10,663240000.0,2.34,2390000000.0,N/A,32.504002,4800000000.0,0.728,35.00,,3160000.0,3.135,1.71,3120000.0,0.0,90.09
131,2004-10-10 11:27:42,1097378862.0,ace,32.17,16.29,1130.650024,5.01,11.28,0.26,7.18,1.01,1.28,14.10,17.40,3.32,18.36,41.694,11660000000.0,13390000000.0,7.02,0.63,1.14,N/A,1.14,10690000000.0,N/A,1610000000.0,5.719,1751.70,50.10,663240000.0,2.34,2390000000.0,N/A,32.504002,4930000000.0,0.683,35.00,,2620000.0,2.428,1.42,3190000.0,1.0,90.48
132,2005-01-13 13:27:29,1105594049.0,ace,32.84,32.03,1177.449951,9.36,22.67,0.21,9.61,1.00,1.28,10.67,13.74,2.53,13.88,43.241,12150000000.0,13520000000.0,7.44,1.07,1.11,N/A,1.11,10690000000.0,N/A,1260000000.0,4.451,1751.70,50.10,625800000.0,2.2,1990000000.0,N/A,33.356998,5660000000.0,0.701,35.01,,2060000.0,1.841,1.12,2790000.0,1.0,91.02
133,2007-02-20 18:32:05,1171967525.0,ace,47.13,1.06,1459.680054,-6.83,7.89,0.171,8.49,1.44,1.40,17.29,22.50,2.89,17.64,41.421,19130000000.0,18580000000.0,N/A,0.71,1.39,N/A,1.39,13090000000.0,N/A,2260000000.0,6.91,181.80,8.80,3020000000.0,9.254,2450000000.0,3.537,42.029999,N/A,0.91,0.32,,2120000.0,2.2,0.70,2160000.0,1.0,84.70
134,2007-04-05 15:54:06,1175759646.0,ace,46.28,1.36,1443.76001,-5.08,6.44,0.171,8.29,1.40,1.31,17.29,22.05,2.89,17.64,41.421,18700000000.0,18080000000.0,N/A,0.69,1.36,N/A,1.36,13330000000.0,N/A,2260000000.0,6.91,181.80,8.80,3080000000.0,9.439,2450000000.0,2.643,43.73,4110000000.0000005,0.86,0.32,,1570000.0,1.1,0.50,1320000.0,1.0,91.40
135,2008-01-23 21:48:58,1201096138.0,ace,49.1,-22.63,1338.599976,-38.18,15.55,0.154,7.54,1.36,1.20,18.91,23.90,3.05,18.08,43.585,19770000000.0,18270000000.0,N/A,0.57,1.29,N/A,1.29,13330000000.0,N/A,2630000000.0,7.96,13.50,7.50,3450000000.0,10.456,2460000000.0,2.719,48.664001,4680000000.0,0.83,0.19,,1770000.0,1.1,0.50,1540000.0,1.0,87.70
136,2010-07-18 23:43:13,1279467793.0,ace,47.92,19.07,1096.47998,19.06,0.01,N/A,6.64,1.21,0.90,17.72,22.73,2.88,15.48,45.78,18190000000.0,19030000000.0,7.28,0.58,1.23,N/A,1.23,N/A,N/A,2740000000.0,8.09,33.20,10.50,2780000000.0,8.20,3620000000.0,2.48,60.94,18190000000.0,0.69,0.18,,4680000.0,1.30,1.60,1370000.0,0.0,88.20
137,2010-12-07 07:29:30,1291678170.0,ace,52.23,21.27,1223.75,3.04,18.23,23.09,6.57,1.27,0.88,19.28,24.43,3.03,14.72,46.81,20040000000.0,22980000000.0,7.86,0.88,1.45,N/A,1.45,5200000000.0,N/A,3060000000.0,8.99,36.60,5.60,2340000000.0,6.91,5280000000.0,1.94,67.34,20040000000.0,0.67,0.18,,5470000.0,3.20,1.90,5570000.0,1.0,92.20
138,2011-08-11 20:49:00,1313066940.0,ace,56.82,17.65,1172.640015,19.89,-2.24,27.70,8.52,1.23,0.83,15.54,19.58,2.36,11.17,48.24,21430000000.0,23530000000.0,8.49,1.10,1.44,7.31,1.44,5730000000.0,7.31,2540000000.0,7.44,10.30,13.10,3210000000.0,9.51,6680000000.0,0.72,71.36,21430000000.0,0.61,0.19,,2370000.0,1.30,0.80,2200000.0,0.0,3.30
139,2013-04-23 04:24:03,1366662243.0,ace,84.22,15.46,1578.780029,18.79,-3.33,24.94,11.31,1.68,1.10,15.09,17.60,2.19,10.44,52.78,30290000000.0,33990000000.000004,11.06,1.50,1.90,10.60,1.90,5320000000.0,10.60,2710000000.0,7.89,4.10,3.30,3090000000.0,9.10,6860000000.0,0.93,80.90,4000000000.0,0.79,0.34,,2230000.0,1.90,0.70,2610000.0,0.0,93.10
140,2013-05-16 15:08:57,1368688137.0,ace,86.2,13.9,1650.469971,13.78,0.12,27.94,11.84,1.75,1.13,14.88,17.34,2.13,10.07,53.02,31490000000.0,35220000000.0,11.37,1.39,1.95,11.06,1.95,5320000000.0,11.06,2690000000.0,7.83,2.10,2.60,3750000000.0,11.02,7810000000.0,0.41,82.17,4340000000.0,0.79,0.34,,2270000.0,1.60,0.70,2600000.0,0.0,93.10
141,2003-12-15 23:12:24,1071501144.0,aci,133.16,13.39,1068.040039,12.67,0.72,1.074,N/A,1.06,2.46,0.17,0.72,0.11,1.20,28.805,1620000000.0,2180000000.0,27.16,N/A,1.44,71.5,1.44,121600000.0,71.5,7310000.0,0.142,135.50,3.10,125550000.0,2.38,700140000.0,1.525,12.38,N/A,0.116,8.08,,3600000.0,7.22,7.44,3460000.0,0.0,90.96
142,2005-01-24 04:33:07,1106512387.0,aci,151.25,153.16,1163.75,8.86,144.3,1.18,18.54,1.18,2.61,6.39,3.09,4.59,14.46,31.053,2150000000.0,3110000000.0,15.69,7.47,1.72,51.51,1.72,139480000.0,51.51,108610000.0,1.862,N/A,1.50,10380000.0,0.17,968700000.0,1.22,13.171,87910000.0,0.107,1.03,,5490000.0,4.591,8.90,4770000.0,1.0,88.01
143,2005-02-05 03:36:51,1107545811.0,aci,167.84,121.93,1193.189941,6.51,115.42,1.18,20.62,1.33,2.92,6.39,3.09,4.59,14.46,31.053,2390000000.0,3360000000.0,17.30,N/A,1.85,55.62,1.85,139480000.0,55.62,108610000.0,1.86,N/A,1.50,10380000.0,0.17,968700000.0,1.22,13.171,87910000.0,0.107,1.03,,7010000.0,7.427,11.36,5490000.0,1.0,86.61
144,2005-03-30 06:50:28,1112136628.0,aci,184.28,83.44,1181.410034,10.06,73.38,0.936,22.02,1.35,2.47,5.73,3.92,3.92,11.81,31.153,2580000000.0,3380000000.0,11.96,3.83,1.70,13.83,1.70,438460000.0,13.83,106520000.0,1.87,581.40,33.30,323170000.0,5.15,1010000000.0,1.949,17.375999,146730000.0,0.035,0.67,,7740000.0,4.298,12.42,6890000.0,1.0,95.00
145,2006-05-24 04:17:01,1148415421.0,aci,397.02,-9.6,1258.569946,19.78,-29.38,0.854,79.43,2.55,5.29,3.63,4.14,2.07,7.91,19.326,6630000000.0,7480000000.0,N/A,0.75,2.94,22.789,2.94,334770000.0,22.789,78390000.0,0.58,823.00,5.70,40280000.0,0.282,1040000000.0,1.091,8.553,219160000.0,1.58,0.71,,13160000.0,4.2,9.30,13650000.0,0.0,48.90
146,2007-03-11 21:41:07,1173620467.0,aci,265.45,50.25,1401.890015,-9.17,59.42,0.86,16.69,1.71,3.12,10.44,11.38,5.76,20.47,17.514,4280000000.0,5450000000.0,N/A,1.51,2.18,10.866,2.18,334770000.0,10.866,260550000.0,1.80,770.10,0.20,2520000.0,0.018,1170000000.0,1.105,9.605,308100000.0,0.69,0.50,,12440000.0,3.3,8.80,12670000.0,1.0,92.70
147,2007-04-07 18:52:27,1175943147.0,aci,286.42,42.86,1439.369995,-4.87,47.73,0.86,18.83,1.84,3.37,10.44,11.38,5.76,20.47,17.514,4830000000.0,6000000000.0,N/A,1.51,2.40,11.959,2.40,590610000.0,11.959,260550000.0,1.80,770.10,0.20,2520000.0,0.018,1170000000.0,1.105,9.605,308100000.0,0.78,0.50,,13960000.0,4.4,9.90,12440000.0,1.0,92.50
148,2008-03-02 17:50:27,1204451427.0,aci,482.16,-77.46,1367.680054,-48.76,-28.7,0.851,42.12,3.20,5.05,7.25,9.51,4.15,12.08,16.936,7300000000.0,8600000000.0,N/A,1.31,3.56,18.229,3.56,590610000.0,18.229,174710000.0,1.21,2.20,4.20,5080000.0,0.036,1300000000.0,0.936,10.719,330810000.0,1.5,5.95,,12580000.0,4.5,8.90,12860000.0,0.0,93.40
149,2008-06-05 02:23:56,1212603836.0,aci,630.64,-73.4,1404.050049,-33.04,-40.36,0.899,42.87,3.98,6.26,8.95,10.80,4.67,15.15,17.793,9730000000.0,11540000000.0,N/A,1.51,4.54,21.691,4.54,525360000.0,21.691,227130000.0,1.58,182.50,22.40,13230000.0,0.092,1450000000.0,0.828,11.199,381350000.0,1.57,0.93,,13740000.0,3.1,9.60,11700000.0,0.0,96.50
150,2008-10-08 20:51:28,1223470288.0,aci,224.47,-4.55,984.940002,8.18,-12.73,0.772,11.99,1.29,2.03,11.10,14.52,6.67,19.22,19.039,3630000000.0,4850000000.0,N/A,0.23,1.78,7.265,1.78,525360000.0,7.265,302580000.0,2.09,200.90,31.10,1160000.0,0.008,1330000000.0,0.945,11.971,497060000.0,1.74,7.11,,10580000.0,7.40,7.40,11350000.0,0.0,88.30
151,2008-12-05 05:35:57,1228426557.0,aci,113.19,66.65,876.070007,26.62,40.03,0.767,4.62,0.68,1.13,12.88,15.31,7.47,23.40,20.178,1700000000.0,3000000000.0,N/A,0.19,1.04,4.123,1.04,525360000.0,4.123,373300000.0,2.58,258.70,28.40,41070000.0,0.288,1340000000.0,0.975,12.251,574520000.0,2.14,2.04,,7870000.0,1.1,5.60,9320000.0,1.0,86.50
152,2009-08-01 05:52:40,1249077160.0,aci,153.6,35.63,975.150024,12.96,22.67,N/A,14.22,0.91,1.43,6.42,8.28,3.55,10.10,19.112,2490000000.0,3870000000.0,N/A,5.42,1.42,7.506,1.42,799880000.0,7.506,175640000.0,1.22,N/A,29.40,50560000.0,0.354,1440000000.0,1.142,12.258,503810000.0,1.66,0.76,,19030000.0,13.30,13.30,17320000.0,1.0,82.00
153,2011-08-18 01:16:41,1313601401.0,aci,167.71,-59.72,1140.650024,24.33,-84.05,118.77,20.59,1.23,1.20,4.62,12.59,3.65,5.69,21.08,4200000000.0,8400000000.0,5.24,0.38,2.41,10.08,2.41,790460000.0,10.08,161180000.0,0.96,83.30,28.90,82350000.0,0.39,4200000000.0,1.24,16.73,4200000000.0,1.83,0.73,,6310000.0,1.10,5.00,7820000.0,0.0,89.30
154,2012-07-26 21:31:10,1343309470.0,aci,50.69,-19.06,1360.02002,24.38,-43.44,113.56,12.20,0.25,0.32,1.96,9.44,3.49,3.00,22.00,1120000000.0,5080000000.0,N/A,2.08,1.14,5.64,1.14,1020000000.0,5.64,87290000.0,0.43,97.80,19.10,117770000.0,0.56,4070000000.0000005,1.55,16.83,611090000.0,2.26,0.55,,50360000.0,3.90,31.00,43060000.0,0.0,79.90
155,2012-11-04 10:32:06,1351996326.0,aci,82.21,-43.98,1427.589966,23.84,-67.82,144.73,N/A,0.41,0.57,7.19,4.85,1.35,9.45,20.86,1750000000.0,5680000000.0,N/A,6.80,1.29,19.43,1.29,1020000000.0,19.43,317650000.0,1.50,140.10,9.30,650110000.0,3.07,4580000000.0,2.03,14.93,527270000.0,2.05,4.77,,50550000.0,3.70,31.10,45380000.0,0.0,72.20
156,2013-04-23 05:25:15,1366665915.0,aci,44.7,0.22,1578.780029,18.79,-18.57,179.32,N/A,0.25,0.36,16.74,3.84,0.97,21.22,19.33,1040000000.0,5120000000.0,N/A,0.81,1.25,7.78,1.25,721020000.0,7.78,683960000.0,3.24,N/A,27.10,1020000000.0,4.80,5120000000.0,3.32,13.45,332800000.0,2.15,0.56,,29930000.0,3.00,14.30,30490000.0,0.0,73.10
157,2013-04-25 06:05:53,1366841153.0,aci,47.25,-6.67,1585.160034,17.55,-24.22,179.32,N/A,0.24,0.34,16.74,3.84,0.97,21.22,19.33,1010000000.0,5120000000.0,N/A,0.75,1.25,7.78,1.25,721020000.0,7.78,683960000.0,3.24,N/A,27.10,1020000000.0,4.80,5120000000.0,3.32,13.45,332800000.0,2.15,0.56,,29930000.0,3.00,14.30,30490000.0,0.0,73.10
158,2003-11-08 10:24:47,1068258287.0,acn,19.35,3.41,1051.810059,10.44,-7.03,0.076,23.81,1.71,28.88,7.81,11.58,17.56,79.37,13.462,23500000000.0,20620000000.0,19.06,1.39,1.54,13.29,1.54,4680000000.0,13.29,498240000.0,1.052,76.80,0.30,2330000000.0,2.49,60120000.0,1.504,0.85,N/A,1.786,9.14,,4640000.0,0.887,0.54,5370000.0,0.0,21.67
159,2004-12-10 06:26:24,1102631184.0,acn,21.12,9.66,1188.0,5.84,3.82,0.023,21.49,1.65,16.89,8.09,11.64,16.38,54.30,15.096,24570000000.0,22060000000.0,16.90,1.25,1.46,10.94,1.46,4310000000.0,10.94,690830000.0,1.219,103.40,2.20,2840000000.0,3.03,33880000.0,1.381,1.57,1800000000.0,1.702,6.45,,2420000.0,0.523,0.28,2029999.9999999998,0.0,36.09
160,2005-02-10 03:10:56,1107976256.0,acn,20.24,27.27,1197.01001,5.85,21.42,0.023,21.00,1.56,13.88,7.74,10.95,15.15,48.93,15.748,23970000000.0,21460000000.0,16.25,1.19,1.37,10.97,1.37,4620000000.0,10.97,712760000.0,1.22,38.70,12.80,2870000000.0,3.05,40000000.0,1.45,1.862,1570000000.0,1.686,6.38,,2780000.0,0.979,0.32,2640000.0,1.0,36.29
161,2005-04-04 05:07:40,1112562460.0,acn,19.39,26.15,1176.119995,11.04,15.11,0.023,20.12,1.45,12.97,7.74,10.95,15.15,48.93,15.748,22960000000.0,20140000000.0,15.57,1.11,1.29,10.29,1.29,4620000000.0,10.29,712760000.0,1.22,38.70,12.80,2870000000.0,3.05,40000000.0,1.45,1.862,1570000000.0,1.671,6.38,,4690000.0,1.752,0.53,4450000.0,1.0,38.48
162,2005-09-04 02:06:58,1125770818.0,acn,19.84,21.52,1221.589966,7.32,14.2,0.04,17.16,0.81,7.99,5.39,11.36,13.26,49.36,28.138,13570000000.0,10450000000.0,N/A,1.11,0.63,4.86,0.63,4620000000.0,4.86,894330000.0,1.48,45.10,11.00,3200000000.0,5.959,71510000.0,1.408,3.119,1710000000.0,N/A,N/A,,4760000.0,1.7,0.50,4880000.0,1.0,38.60
163,2006-06-03 23:44:14,1149349454.0,acn,22.68,47.05,1270.089966,20.51,26.54,0.045,20.28,0.91,13.91,4.59,9.91,12.66,53.74,30.437,16060000000.0,13770000000.0,N/A,1.24,0.77,6.611,0.77,5090000000.0,6.611,819030000.0,1.38,66.80,6.50,2350000000.0,4.075,52490000.0,1.173,2.018,2210000000.0,1.46,3.13,,3970000.0,1.9,0.50,3990000.0,1.0,43.40
164,2006-08-22 00:50:41,1156179041.0,acn,22.61,45.07,1298.819946,12.72,32.35,0.034,20.22,0.93,11.32,4.72,9.92,13.40,52.62,30.921,16490000000.0,13860000000.0,N/A,1.24,0.76,6.175,0.76,5090000000.0,6.175,856020000.0,1.41,12.10,6.80,2990000000.0,5.175,50390000.0,1.21,2.571,2420000000.0,1.43,3.18,,3080000.0,1.2,0.50,2730000.0,1.0,47.40
165,2006-08-22 06:44:05,1156200245.0,acn,22.61,45.07,1298.819946,12.72,32.35,0.034,20.22,0.93,11.32,4.72,9.92,13.40,52.62,30.921,16490000000.0,13550000000.0,N/A,1.24,0.75,6.039,0.75,5090000000.0,6.039,856020000.0,1.41,12.10,6.80,2990000000.0,5.175,50390000.0,1.21,2.571,2420000000.0,1.43,3.18,,3080000.0,1.2,0.50,2730000.0,1.0,47.40
166,2006-08-27 03:22:58,1156620178.0,acn,22.95,42.75,1296.060059,13.17,29.58,0.034,20.07,0.91,11.08,4.72,9.92,13.40,52.62,30.921,16370000000.0,13430000000.0,N/A,1.21,0.74,5.985,0.74,5090000000.0,5.985,856020000.0,1.41,12.10,6.80,2990000000.0,5.175,50390000.0,1.21,2.571,2420000000.0,1.43,3.18,,4220000.0,2.4,0.70,3080000.0,1.0,47.40
167,2006-11-02 16:40:55,1162456855.0,acn,27.15,16.39,1367.339966,10.41,5.98,0.027,20.74,1.06,10.11,5.34,9.84,12.20,54.21,30.943,19260000000.0,15900000000.0,N/A,1.17,0.87,7.524,0.87,4990000000.0,7.524,973330000.0,1.59,51.20,1.90,3420000000.0,5.852,51860000.0,1.264,3.263,2670000000.0,1.58,3.21,,3940000.0,1.5,0.70,3950000.0,1.0,47.40
168,2006-11-11 01:01:42,1163178102.0,acn,27.24,6.24,1385.719971,6.43,-0.19,0.027,21.32,1.07,10.23,5.34,9.84,12.20,54.21,30.943,19790000000.0,16129999999.999998,N/A,1.19,0.89,7.632,0.89,4990000000.0,7.632,973330000.0,1.59,51.20,1.90,3420000000.0,5.852,51860000.0,1.264,3.263,2670000000.0,1.58,3.21,,3940000.0,1.5,0.70,3950000.0,0.0,46.90
169,2006-12-03 00:17:12,1165076232.0,acn,27.45,2.26,1400.630005,5.13,-2.87,0.027,21.28,1.08,10.33,5.34,9.84,12.20,54.21,30.943,19760000000.0,16390000000.0,N/A,1.22,0.90,7.754,0.90,4990000000.0,7.754,973330000.0,1.59,51.20,1.90,3420000000.0,5.852,51860000.0,1.264,3.263,2670000000.0,1.58,3.21,,3640000.0,1.6,0.60,3940000.0,0.0,48.60
170,2007-03-14 19:10:39,1173870639.0,acn,28.89,-3.01,1387.170044,-5.17,2.16,0.018,20.92,1.12,12.18,5.53,10.03,13.63,72.17,31.834,20850000000.0,18320000000.0,N/A,1.27,0.97,8.044,0.97,4990000000.0,8.044,1040000000.0,1.69,32.20,13.70,2740000000.0,4.644,31580000.0,1.216,2.929,2470000000.0,1.83,74.44,,5120000.0,1.8,0.90,3520000.0,0.0,66.20
171,2007-05-05 07:47:14,1178322434.0,acn,31.74,-0.5,1495.920044,-5.79,5.29,0.015,19.05,1.19,12.10,6.50,11.91,16.45,82.31,32.726,23210000000.0,19610000000.0,N/A,1.34,1.00,7.15,1.00,4990000000.0,7.15,1270000000.0,2.05,325.80,15.10,3140000000.0,5.293,29260000.0,1.244,3.243,2490000000.0,2.01,78.20,,2990000.0,1.1,0.50,5120000.0,1.0,69.50
172,2007-06-05 04:17:34,1180988254.0,acn,34.01,-2.32,1530.949951,-10.04,7.72,0.015,20.09,1.25,12.72,6.50,11.91,16.45,82.31,32.726,24480000000.0,21380000000.0,N/A,1.41,1.10,7.795,1.10,4990000000.0,7.795,1270000000.0,2.05,325.80,15.10,3140000000.0,5.293,29260000.0,1.244,3.243,2490000000.0,1.8,78.20,,5000000.0,2.5,0.80,3560000.0,1.0,64.10
173,2007-07-06 07:06:36,1183676796.0,acn,35.03,-5.0,1530.439941,-17.57,12.57,0.015,21.02,1.23,13.28,6.28,11.73,15.59,75.75,33.72,25310000000.0,21960000000.0,N/A,1.62,1.08,7.851,1.08,4990000000.0,7.851,1270000000.0,2.04,0.90,15.40,3380000000.0,5.713,28230000.0,1.206,3.179,2660000000.0,1.61,78.20,,4680000.0,2.3,0.80,5000000.0,1.0,64.10
174,2008-04-07 01:42:51,1207503771.0,acn,30.58,-24.59,1372.540039,-40.58,15.99,0.004,16.14,0.92,10.25,6.23,11.67,16.59,72.24,38.252,21750000000.0,19100000000.0,N/A,0.98,0.82,6.069,0.82,6040000000.0,6.069,1450000000.0,2.28,37.00,17.20,2660000000.0,4.493,9130000.0,1.26,3.536,2450000000.0,1.15,0.31,,10900000.0,3.8,1.90,10430000.0,1.0,73.50
175,2008-10-18 23:21:07,1224343267.0,acn,26.04,26.88,907.840027,20.79,6.09,0.003,11.86,0.75,7.45,6.68,11.99,16.50,73.49,41.434,19250000000.0,15630000000.0,N/A,0.96,0.62,4.434,0.62,6040000000.0,4.434,1690000000.0,2.65,37.30,17.70,3620000000.0,5.91,8279999.999999999,1.346,4.144,2800000000.0,0.79,0.29,,6490000.0,1.5,1.10,11300000.0,1.0,79.30
176,2008-12-02 16:28:13,1228206493.0,acn,25.09,42.65,848.809998,30.68,11.97,0.003,11.32,0.70,7.01,6.68,11.99,16.39,73.49,41.434,18370000000.0,14200000000.0,N/A,0.99,0.56,4.026,0.56,7190000000.0,4.026,1690000000.0,2.65,37.30,17.70,3620000000.0,5.911,8279999.999999999,1.338,4.145,2800000000.0,0.81,0.32,,9690000.0,2.7,1.60,7920000.0,1.0,79.20
177,2008-12-21 20:10:46,1229861446.0,acn,25.41,36.17,885.280029,25.84,10.33,0.001,11.54,0.72,8.91,6.97,12.14,17.98,88.73,41.859,19550000000.0,16760000000.000002,N/A,1.01,0.65,4.651,0.65,7190000000.0,4.651,1790000000.0,2.79,25.90,6.00,2800000000.0,4.606,2450000.0,1.3,3.414,3300000000.0,0.81,0.32,,10280000.0,2.1,1.70,9690000.0,1.0,79.20
178,2009-08-10 19:40:05,1249904405.0,acn,30.03,15.78,1007.099976,11.32,4.46,N/A,13.14,0.90,7.42,7.31,12.41,15.83,65.39,39.021,22020000000.0,17890000000.0,N/A,1.02,0.74,5.089,0.74,7190000000.0,5.089,1770000000.0,2.729,5.40,16.00,4010000000.0,6.531,1660000.0,1.46,4.805,3140000000.0,0.64,0.17,,5280000.0,1.2,0.90,3720000.0,0.0,81.00
179,2011-09-01 16:51:37,1314867097.0,acn,46.26,19.07,1204.420044,16.78,2.29,0.11,17.02,1.33,9.32,8.12,12.83,15.56,62.34,40.45,34550000000.0,29280000000.0,14.11,1.46,1.13,7.64,1.13,7250000000.0,7.64,2109999999.9999998,3.15,28.00,20.60,5260000000.0,8.16,4620000.0,1.51,5.75,34550000000.0,0.79,45.71,,12350000.0,1.80,1.90,11590000.0,0.0,73.70
180,2011-11-08 00:40:19,1320684019.0,acn,52.1,15.68,1275.920044,9.3,6.38,0.10,17.07,1.36,9.63,8.33,12.97,15.52,66.97,42.37,37170000000.0,31630000000.0,13.74,1.44,1.16,7.79,1.16,8390000000.000001,7.79,2280000000.0,3.40,37.40,23.00,5710000000.0,8.90,4420000.0,1.45,6.05,37170000000.0,0.82,45.71,,11830000.0,1.90,1.90,11120000.0,1.0,73.70
181,2012-02-29 00:47:01,1330447621.0,acn,52.68,27.68,1365.680054,10.91,16.77,0.15,16.81,1.36,10.21,8.38,13.00,16.43,70.63,43.97,38680000000.0,33520000000.000004,14.19,1.40,1.18,7.93,1.18,8390000000.000001,7.93,2390000000.0,3.55,20.10,17.10,5100000000.0,7.88,6380000.0,1.45,5.84,3810000000.0,0.86,0.30,,8510000.0,1.80,1.30,8870000.0,1.0,81.40
182,2012-11-04 02:11:28,1351966288.0,acn,62.26,8.16,1427.589966,23.84,-15.68,0.00,17.68,1.85,10.51,9.16,13.90,14.94,62.95,43.32,50970000000.0,44320000000.0,14.54,1.41,1.59,10.58,1.59,8990000000.0,10.58,2550000000.0,3.84,5.50,2.20,6640000000.0,8.85,33.00,1.55,6.55,4260000000.0,1.23,0.28,,5320000.0,1.40,0.80,6050000.0,0.0,81.30
183,2013-04-23 04:45:22,1366663522.0,acn,69.74,6.31,1578.780029,18.79,-12.48,0.00,17.47,1.72,8.91,10.85,14.12,15.51,61.32,43.98,48720000000.0,42950000000.0,16.05,1.55,1.52,9.92,1.52,8990000000.0,9.92,3070000000.0,4.29,71.10,3.80,5640000000.0,8.67,29.00,1.63,8.39,3450000000.0,1.27,0.30,,6610000.0,2.50,1.00,7310000.0,0.0,82.10
184,2013-05-10 03:17:29,1368127049.0,acn,73.57,-0.37,1633.699951,14.97,-15.34,0.00,18.67,1.84,9.53,10.85,14.12,15.51,61.32,43.98,52060000000.0,46040000000.0,17.15,1.63,1.63,10.64,1.63,8990000000.0,10.64,3070000000.0,4.29,71.10,3.80,5640000000.0,8.67,29.00,1.63,8.39,3450000000.0,1.27,0.30,,6850000.0,2.40,1.10,6610000.0,0.0,82.10
185,2004-01-25 05:32:05,1074979925.0,adbe,18.58,49.03,1143.939941,1.73,47.3,N/A,34.33,6.72,7.97,20.57,29.31,21.41,32.14,5.392,8900000000.0,7810000000.0,25.66,1.97,6.03,20.57,6.03,1060000000.0,20.57,266339999.99999997,1.108,6.90,5.30,1100000000.0,4.69,N/A,3.045,4.67,N/A,1.537,1.88,,7900000.0,1.943,3.44,7880000.0,1.0,79.40
186,2004-08-21 23:10:00,1093101000.0,adbe,22.75,16.92,1095.170044,11.31,5.61,3.526,29.72,7.19,8.61,25.17,33.92,25.33,36.21,6.174,11050000000.0,9770000000.0,25.46,1.79,6.47,17.27,6.47,1200000000.0,17.27,380310000.0,1.551,39.20,11.20,1280000000.0,5.34,3.526,3.526,5.264,558160000.0,1.463,1.91,,9150000.0,3.026,3.89,8100000.0,1.0,83.27
187,2004-11-12 17:19:37,1100251177.0,adbe,29.47,10.04,1184.170044,3.08,6.96,3.1,34.06,8.74,11.37,26.34,35.14,26.31,37.06,6.475,13860000000.0,12800000000.0,29.79,2.17,8.02,20.77,8.02,1200000000.0,20.77,420250000.0,1.706,39.20,11.20,1140000000.0,4.78,3.1,3.1,5.137,621520000.0,1.458,1.90,,6930000.0,2.476,2.96,8310000.000000001,1.0,82.95
